,team_shortcode,team,start_year,end_year,name,href,draft_total_bpm,draft_total_vorp,trade_total_bpm,trade_total_vorp,signing_total_bpm,signing_total_vorp,final_bpm,final_vorp,draft_rating_vorp,draft_rating_bpm,draft_num_players,trade_num,signing_num_players,trade_rating_vorp,trade_rating_bpm,signing_rating_vorp,signing_rating_bpm,draft_rating_percentile_vorp,draft_rating_grade_vorp,trade_rating_percentile_vorp,trade_rating_grade_vorp,signing_rating_percentile_vorp,signing_rating_grade_vorp,draft_rating_percentile_bpm,draft_rating_grade_bpm,trade_rating_percentile_bpm,trade_rating_grade_bpm,signing_rating_percentile_bpm,signing_rating_grade_bpm,is_noob,is_active,bpm_rank,vorp_rank
109,['MIA'],['Miami Heat'],1996,2008,Randy Pfund,/executives/pfundra99x.html,144947.3,64.60000000000001,16815.500000000022,8.7,-166188.3,12.600000000000023,-4425.4999999999945,85.90000000000003,7.923076923076923,8.615384615384615,13,87,98,-0.043478260869565216,-0.17391304347826086,-0.10309278350515463,-0.422680412371134,85.3211009174312,A-,39.130434782608695,D+,37.74834437086093,D+,83.4862385321101,A-,21.73913043478261,D-,54.3046357615894,C+,False,False,70.0,23.0
110,['BOS'],['Boston Celtics'],1997,2001,Rick Pitino,/executives/pitinri99x.html,159951.80000000002,63.50000000000001,-30982.000000000004,-4.299999999999999,-43093.69999999998,0.19999999999999574,85876.10000000003,59.400000000000006,-11.75,-10.0,4,47,25,0.36363636363636365,0.18181818181818182,-0.2,-0.6,11.009174311926605,F,93.47826086956522,A+,11.258278145695364,F,16.513761467889907,F,77.53623188405797,B+,15.894039735099337,F,False,False,28.0,34.0
111,['SAS'],['San Antonio Spurs'],1994,2002,Gregg Popovich,/executives/popovgr99x.html,441078.8,169.3,33743.9,10.799999999999997,-52231.90000000002,34.80000000000007,422590.8,214.90000000000006,22.8,21.2,5,32,59,0.3,0.2,0.01694915254237288,-0.3728813559322034,100.0,S,89.85507246376811,A,71.52317880794702,B,100.0,S,82.6086956521739,A-,66.2251655629139,B-,False,False,1.0,2.0
112,['OKC'],['Oklahoma City Thunder'],2007,2026,Sam Presti,/executives/prestsa99x.html,314253.5,144.0,-268219.08458345546,-170.09971816483193,-110680.30000000005,18.19999999999999,-64645.88458345551,-7.899718164831934,4.181818181818182,5.7272727272727275,22,304,192,-0.1717171717171717,-0.06060606060606061,-0.017241379310344827,-0.2988505747126437,72.4770642201835,B,21.014492753623188,D-,56.95364238410596,C+,77.06422018348624,B+,36.95652173913044,D+,80.13245033112582,A-,False,True,120.0,138.0
113,"['POR', 'IND']","['Portland Trail Blazers', 'Indiana Pacers']",2017,2026,Kevin Pritchard,/executives/pritcke01x.html,-74326.5,-4.3,128122.98127065795,32.297234942148684,-5985.899999999965,37.79999999999996,47810.58127065799,65.79723494214865,1.2380952380952381,3.857142857142857,21,135,122,0.0851063829787234,0.1276595744680851,-0.027522935779816515,-0.3302752293577982,51.37614678899082,C,71.73913043478261,B,55.629139072847686,C+,73.39449541284404,B+,71.01449275362319,B,76.82119205298014,B+,False,True,37.0,33.0
114,['BRK'],['Brooklyn Nets'],1990,1996,Willis Reed,/executives/reedwi01x.html,25353.499999999996,24.6,-103558.30000000002,-28.9,-43417.399999999965,3.299999999999997,-121622.19999999998,-0.9999999999999989,-9.142857142857142,-6.285714285714286,7,37,30,0.0,-0.5833333333333334,-0.16666666666666666,-0.5666666666666667,16.513761467889907,F,55.79710144927536,C+,18.543046357615893,F,30.275229357798164,D,4.3478260869565215,F,19.867549668874172,F,False,False,143.0,124.0
115,['SAC'],['Sacramento Kings'],1989,1994,Jerry Reynolds,/executives/reynoje99x.html,-69907.09999999999,8.7,11281.599999999997,7.0,-14029.600000000035,1.600000000000005,-72655.10000000003,17.300000000000004,-3.4545454545454546,-7.181818181818182,11,48,26,-0.07692307692307693,-0.23076923076923078,-0.038461538461538464,-0.34615384615384615,35.77981651376147,D+,34.05797101449275,D+,53.64238410596027,C+,25.68807339449541,D-,16.666666666666668,F,70.86092715231788,B,False,False,123.0,82.0
116,['GSW'],['Golden State Warriors'],2009,2012,Larry Riley,/executives/rileyla99x.html,229076.3,90.20000000000002,77664.80000000002,32.0,-16112.999999999854,3.9000000000000057,290628.10000000015,126.10000000000002,-3.0,-3.75,4,41,22,-0.07142857142857142,0.14285714285714285,-0.13636363636363635,-0.5909090909090909,37.61467889908257,D+,35.507246376811594,D+,25.827814569536425,D-,35.77981651376147,D+,72.46376811594203,B,16.556291390728475,F,False,False,6.0,13.0
117,['MIA'],['Miami Heat'],2008,2026,Pat Riley,/executives/rileypa01x.html,24367.699999999997,33.9,183920.63983747535,57.584145616949634,-18583.999999999985,77.90000000000012,189704.33983747536,169.38414561694975,3.8181818181818183,-1.3636363636363635,11,128,221,0.06382978723404255,-0.0425531914893617,0.08018867924528301,-0.3113207547169811,68.80733944954129,B,65.94202898550725,B-,81.45695364238411,A-,51.37614678899082,C,38.405797101449274,D+,78.80794701986756,B+,False,True,11.0,7.0
118,['LAC'],['Los Angeles Clippers'],2013,2017,Doc Rivers,/executives/riverdo99x.html,-2211.5,0.0,7334.2999999999965,8.8,41798.899999999994,37.89999999999998,46921.69999999999,46.69999999999998,,,3,52,56,-0.17647058823529413,-0.17647058823529413,0.0,-0.4716981132075472,,,20.28985507246377,D-,68.87417218543047,B,,,21.014492753623188,D-,44.370860927152314,C-,True,False,38.0,44.0
119,['LAC'],['Los Angeles Clippers'],2012,2012,Andy Roeser,/executives/roesean99x.html,0.0,0.0,2191.5999999999995,0.4999999999999999,-7873.999999999999,4.499999999999999,-5682.4,4.999999999999999,,,0,8,4,,,,,,,,,,,,,,,,,True,False,72.0,108.0
120,['MIN'],['Minnesota Timberwolves'],2019,2021,Gersson Rosas,/executives/rosasge99x.html,16362.099999999999,12.1,13249.7,-3.599999999999999,-29162.000000000007,9.200000000000001,449.7999999999946,17.700000000000003,,,2,48,22,-0.08333333333333333,-0.3333333333333333,0.2,-0.45,,,32.608695652173914,D,94.70198675496688,A+,,,12.318840579710145,F,49.66887417218543,C,True,False,59.0,80.0
121,['NYK'],['New York Knicks'],2020,2026,Leon Rose,/executives/rosele99x.html,-3032.6,1.7999999999999998,31258.284441363194,-51.302090201783,43210.89999999997,34.800000000000004,71436.58444136317,-14.702090201783003,,,3,119,106,0.3103448275862069,0.10344827586206896,0.06796116504854369,-0.1650485436893204,,,90.57971014492753,A,79.47019867549669,B+,,,63.768115942028984,B-,90.06622516556291,A,True,True,31.0,143.0
122,['LAC'],['Los Angeles Clippers'],2012,2013,Gary Sacks,/executives/sacksga99x.html,0.0,0.0,2191.5999999999995,0.4999999999999999,-5183.699999999999,8.299999999999999,-2992.0999999999995,8.799999999999999,,,0,8,8,,,0.125,-0.375,,,,,86.09271523178808,A-,,,,,64.90066225165563,B-,True,False,66.0,101.0
123,['MIN'],['Minnesota Timberwolves'],2013,2015,Flip Saunders,/executives/saundfl99x.html,73376.29999999999,31.500000000000004,-15538.300000000005,-11.899999999999999,-29618.0,4.200000000000006,28219.999999999985,23.80000000000001,7.25,7.25,4,37,25,-0.07692307692307693,0.38461538461538464,-0.047619047619047616,-0.5238095238095238,82.56880733944953,A-,34.05797101449275,D+,50.33112582781457,C,80.73394495412845,A-,93.47826086956522,A+,31.788079470198674,D,False,False,44.0,73.0
124,"['UTA', 'ATL', 'BRK', 'MIA']","['Utah Jazz', 'Atlanta Hawks', 'Brooklyn Nets', 'Miami Heat']",1987,1995,Lewis Schaffel,/executives/schafle99x.html,-64711.7,29.599999999999998,474.60000000000036,-27.2,-60870.700000000026,-0.3000000000000007,-125107.80000000002,2.0999999999999988,13.052631578947368,9.947368421052632,19,63,51,-0.37037037037037035,-0.07407407407407407,-0.1568627450980392,-0.5098039215686274,98.1651376146789,S,8.695652173913043,F,21.192052980132452,D-,88.07339449541284,A,33.333333333333336,D+,34.437086092715234,D+,False,False,144.0,112.0
125,"['DEN', 'LAC', 'CHA']","['Denver Nuggets', 'Los Angeles Clippers', 'Charlotte Hornets']",1987,1990,Carl Scheer,/executives/scheeca99x.html,-63973.6,0.9000000000000012,-245722.40000000005,-85.19999999999999,1005.7999999999229,14.299999999999972,-308690.2000000001,-70.00000000000001,-19.214285714285715,-16.0,14,146,50,0.03278688524590164,0.08196721311475409,-0.1702127659574468,-0.2765957446808511,0.9174311926605505,F-,61.594202898550726,B-,17.880794701986755,F,5.504587155963303,F,60.14492753623188,B-,82.11920529801324,A-,False,False,161.0,162.0
126,['ATL'],['Atlanta Hawks'],2017,2022,Travis Schlenk,/executives/schletr01x.html,-11788.000000000002,15.799999999999999,-95476.3,-33.90000000000001,-105.69999999998072,24.30000000000001,-107369.99999999999,6.199999999999997,0.5,-0.3,10,102,89,0.027777777777777776,0.16666666666666666,-0.12658227848101267,-0.4050632911392405,46.788990825688074,C-,60.869565217391305,B-,28.47682119205298,D,54.12844036697248,C+,76.81159420289855,B+,57.615894039735096,C+,False,False,141.0,106.0
127,['WAS'],['Washington Wizards'],2019,2023,Tommy Sheppard,/executives/sheppto01x.html,-52754.799999999996,-2.8,25479.700000000004,9.7,-28892.000000000007,4.900000000000003,-56167.1,11.800000000000002,-22.5,-36.75,4,57,63,0.0,0.0,0.01694915254237288,-0.423728813559322,0.0,F-,55.79710144927536,C+,71.52317880794702,B,0.0,F-,50.72463768115942,C,53.64238410596027,C+,False,False,117.0,93.0
128,['PHI'],['Philadelphia 76ers'],1990,1992,Gene Shue,/executives/shuege01x.html,0.0,0.0,-12585.3,-1.7,-24955.2,-1.7000000000000004,-37540.5,-3.4000000000000004,,,0,11,11,0.0,-0.3333333333333333,-0.5454545454545454,-1.0,,,55.79710144927536,C+,1.3245033112582782,F-,,,12.318840579710145,F,0.0,F-,True,False,101.0,129.0
129,['ORL'],['Orlando Magic'],2005,2012,Otis Smith,/executives/smithot01x.html,4213.7,7.000000000000001,65360.1,14.100000000000001,-16594.899999999998,9.199999999999992,52978.9,30.299999999999994,7.5,9.666666666666666,6,50,21,-0.10526315789473684,0.05263157894736842,0.23809523809523808,-0.3333333333333333,83.4862385321101,A-,28.26086956521739,D,97.35099337748345,S,86.23853211009174,A-,54.34782608695652,C+,76.15894039735099,B+,False,False,34.0,63.0
130,"['LAC', 'DAL']","['Los Angeles Clippers', 'Dallas Mavericks']",1980,1996,Norm Sonju,/executives/sonjuno99x.html,367.49999999997453,100.80000000000003,-231494.40000000002,-149.10000000000002,-94600.9999999998,8.999999999999986,-325727.89999999985,-39.300000000000004,1.5833333333333333,0.6388888888888888,36,123,77,0.020833333333333332,0.14583333333333334,-0.1111111111111111,-0.3333333333333333,53.211009174311926,C+,58.69565217391305,C+,35.09933774834437,D+,57.79816513761468,C+,73.18840579710145,B+,76.15894039735099,B+,False,False,162.0,157.0
131,['GSW'],['Golden State Warriors'],1997,2004,Garry St. Jean,/executives/stjeaga99x.html,-5543.3,22.699999999999996,-185741.60000000003,-52.79999999999999,-22025.600000000053,2.300000000000008,-213310.5000000001,-27.799999999999986,9.0,10.857142857142858,7,74,51,-0.4,-0.6,-0.11764705882352941,-0.4117647058823529,88.07339449541284,A,4.3478260869565215,F,31.788079470198674,D,91.74311926605505,A,3.6231884057971016,F,56.29139072847682,C+,False,False,155.0,152.0
132,['MIN'],['Minnesota Timberwolves'],2008,2009,Jim Stack,/executives/stackji99x.html,0.0,0.0,-913.6,-0.3,0.0,0.0,-913.6,-0.3,,,0,4,0,,,,,,,,,,,,,,,,,True,False,63.0,121.0
133,"['BRK', 'PHI', 'DET']","['Brooklyn Nets', 'Philadelphia 76ers', 'Detroit Pistons']",2018,2020,Ed Stefanski,/executives/stefaed99x.html,-75569.3,-0.4999999999999989,72220.6,22.099999999999994,-54105.89999999998,3.1000000000000076,-57454.599999999984,24.700000000000003,-10.636363636363637,-11.181818181818182,11,66,66,-0.13636363636363635,-0.22727272727272727,-0.171875,-0.5,15.596330275229358,F,23.18840579710145,D-,17.218543046357617,F,13.761467889908257,F,17.391304347826086,F,40.397350993377486,C-,False,False,119.0,71.0
134,['BOS'],['Boston Celtics'],2021,2026,Brad Stevens,/executives/stevebr99x.html,-1680.8,0.0,124779.40349126296,29.19876688478233,2210.500000000012,7.600000000000001,125309.10349126297,36.79876688478233,,,3,71,63,0.13043478260869565,0.6086956521739131,0.11666666666666667,-0.15,,,76.81159420289855,B+,84.76821192052981,A-,,,98.55072463768116,S,92.05298013245033,A,True,True,18.0,52.0
135,['HOU'],['Houston Rockets'],2020,2026,Rafael Stone,/executives/stonera99x.html,-18896.899999999998,10.4,-14592.076329778765,-6.697251934396581,-17360.300000000014,15.1,-50849.276329778775,18.80274806560342,-4.222222222222222,-13.444444444444445,9,95,75,0.0,-0.12,0.04477611940298507,-0.3283582089552239,33.944954128440365,D+,55.79710144927536,C+,74.83443708609272,B+,10.091743119266056,F,28.26086956521739,D,77.48344370860927,B+,False,True,113.0,78.0
136,"['DET', 'OKC', 'ATL']","['Detroit Pistons', 'Oklahoma City Thunder', 'Atlanta Hawks']",2008,2012,Rick Sund,/executives/sundri99x.html,-10417.999999999998,11.5,57333.50000000001,3.608224830031759e-16,-67673.7,-1.6999999999999975,-20758.199999999993,9.800000000000002,-1.875,-2.125,8,59,67,0.23809523809523808,0.5714285714285714,-0.014925373134328358,-0.373134328358209,39.44954128440367,D+,86.23188405797102,A-,59.602649006622514,C+,44.95412844036697,C-,97.10144927536231,S,65.56291390728477,B-,False,False,86.0,96.0
137,['MIN'],['Minnesota Timberwolves'],2016,2019,Tom Thibodeau,/executives/thiboto99x.html,-20526.8,-1.5000000000000002,-13216.7,-15.600000000000001,20321.7,25.300000000000004,-13421.8,8.200000000000003,,,3,13,35,,,-0.1875,-0.28125,,,,,15.2317880794702,F,,,,,81.45695364238411,A-,True,False,77.0,102.0
138,"['TOR', 'NYK']","['Toronto Raptors', 'New York Knicks']",2003,2008,Isiah Thomas,/executives/thomais01x.html,782.3999999999996,23.400000000000002,-72023.8,3.0999999999999983,-59787.60000000003,-1.4999999999999858,-131029.00000000003,25.000000000000014,5.0,2.3,10,87,37,0.0,-0.3684210526315789,-0.32432432432432434,-0.7567567567567568,75.22935779816514,B+,55.79710144927536,C+,5.960264900662252,F,65.13761467889908,B-,8.695652173913043,F,1.9867549668874172,F-,False,False,146.0,69.0
139,"['CHI', 'BRK', 'PHI']","['Chicago Bulls', 'Brooklyn Nets', 'Philadelphia 76ers']",2010,2012,Rod Thorn,/executives/thornro01x.html,290667.80000000005,134.4,-12837.999999999975,-3.999999999999993,-89331.9,3.600000000000051,188497.90000000008,134.00000000000006,2.65,2.4,20,122,67,0.1590909090909091,0.06818181818181818,-0.05970149253731343,-0.6865671641791045,59.63302752293578,C+,79.71014492753623,B+,47.682119205298015,C,66.97247706422019,B-,57.2463768115942,C+,6.622516556291391,F,False,False,12.0,11.0
140,"['CHA', 'GSW', 'ORL']","['Charlotte Hornets', 'Golden State Warriors', 'Orlando Magic']",2005,2006,Dave Twardzik,/executives/twardda01x.html,-26387.5,-1.1,-40643.700000000004,-34.60000000000001,-9386.69999999999,3.1,-76417.9,-32.60000000000001,-12.25,-16.75,4,52,41,-0.06666666666666667,0.26666666666666666,0.024390243902439025,-0.17073170731707318,10.091743119266056,F,37.68115942028985,D+,72.18543046357615,B,4.587155963302752,F,89.1304347826087,A,89.40397350993378,A,False,False,126.0,154.0
141,"['DEN', 'TOR']","['Denver Nuggets', 'Toronto Raptors']",2013,2026,Masai Ujiri,/executives/ujirima99x.html,21776.699999999993,41.300000000000004,35186.581273699114,3.6994363296638433,16870.000000000025,54.69999999999997,73833.28127369913,99.69943632966381,3.95,4.6,20,142,178,0.07894736842105263,0.21052631578947367,0.0736196319018405,-0.25153374233128833,69.72477064220183,B,71.01449275362319,B,80.79470198675497,A-,75.22935779816514,B+,83.33333333333333,A-,83.44370860927152,A-,False,True,30.0,16.0
142,['WAS'],['Washington Wizards'],2001,2003,Wes Unseld,/executives/unselwe01x.html,-53171.5,-1.8,-104337.09999999999,-45.300000000000004,-40.99999999998545,13.300000000000008,-157549.59999999998,-33.8,-5.333333333333333,-8.5,6,24,31,-0.5714285714285714,-0.7142857142857143,0.0,-0.1935483870967742,28.440366972477065,D,0.7246376811594203,F-,68.87417218543047,B,22.01834862385321,D-,0.7246376811594203,F-,88.0794701986755,A,False,False,150.0,155.0
143,['DET'],['Detroit Pistons'],2014,2018,Stan Van Gundy,/executives/vangust01x.html,-27723.499999999996,-0.8999999999999999,32917.19999999999,12.000000000000004,11582.8,23.29999999999998,16776.499999999993,34.399999999999984,-2.3333333333333335,1.6666666666666667,6,47,46,0.06666666666666667,0.2,0.225,-0.1,38.53211009174312,D+,68.1159420289855,B,95.36423841059603,A+,62.38532110091743,B-,82.6086956521739,A-,92.71523178807946,A,False,False,47.0,59.0
144,"['DEN', 'BRK']","['Denver Nuggets', 'Brooklyn Nets']",2008,2010,Kiki Vandeweghe,/executives/vandeki01x.html,12114.000000000002,28.899999999999995,-12936.399999999998,8.299999999999999,-13415.000000000011,20.599999999999998,-14237.400000000007,57.79999999999999,-6.0,-1.1111111111111112,9,76,33,-0.38095238095238093,-0.6190476190476191,-0.12121212121212122,-0.3939393939393939,23.853211009174313,D-,6.521739130434782,F,30.4635761589404,D,52.293577981651374,C,2.1739130434782608,F-,62.25165562913907,B-,False,False,79.0,35.0
145,['BOS'],['Boston Celtics'],1984,1990,Jan Volk,/executives/volkja99x.html,7786.6,17.599999999999998,-26667.800000000003,-3.6000000000000005,-15781.399999999996,5.400000000000006,-34662.6,19.400000000000002,8.166666666666666,-6.0,6,29,24,-0.25,-0.3333333333333333,-0.30434782608695654,-0.5652173913043478,87.1559633027523,A,17.391304347826086,F,7.28476821192053,F,31.192660550458715,D,12.318840579710145,F,20.52980132450331,D-,False,False,100.0,76.0
146,['OKC'],['Oklahoma City Thunder'],1994,2001,Wally Walker,/executives/walkewa01x.html,-5426.4,-0.8,-16769.6,-18.799999999999997,1.8189894035458565e-12,-4.218847493575595e-15,-22195.999999999996,-19.6,,,1,55,44,-0.26666666666666666,0.26666666666666666,0.0,0.0,,,14.492753623188406,F,68.87417218543047,B,,,89.1304347826087,A,98.67549668874172,S,True,False,89.0,148.0
147,"['BOS', 'MEM']","['Boston Celtics', 'Memphis Grizzlies']",2014,2019,Chris Wallace,/executives/wallach99x.html,33175.5,34.2,-27797.600000000006,-1.3999999999999932,-91157.1,21.600000000000023,-85779.20000000001,54.400000000000034,-8.375,-6.4375,16,146,141,0.10638297872340426,-0.02127659574468085,-0.1044776119402985,-0.3358208955223881,18.34862385321101,F,73.91304347826087,B+,37.086092715231786,D+,29.357798165137616,D,41.30434782608695,C-,74.17218543046357,B+,False,False,131.0,39.0
148,"['IND', 'NYK']","['Indiana Pacers', 'New York Knicks']",2008,2011,Donnie Walsh,/executives/walshdo99x.html,89755.40000000002,117.10000000000002,262377.69999999995,56.5,-44933.59999999951,13.800000000000068,307199.50000000047,187.4000000000001,2.75,-7.142857142857143,28,139,84,0.36585365853658536,0.1951219512195122,-0.06172839506172839,-0.5308641975308642,62.38532110091743,B-,94.20289855072464,A+,47.019867549668874,C,26.605504587155963,D-,78.98550724637681,B+,29.801324503311257,D,False,False,3.0,5.0
149,['DEN'],['Denver Nuggets'],2006,2010,Mark Warkentien,/executives/warkema99x.html,0.0,0.0,50752.79999999999,20.699999999999996,-11171.69999999999,5.400000000000009,39581.1,26.100000000000005,,,0,50,19,0.11764705882352941,0.29411764705882354,-0.15789473684210525,-0.47368421052631576,,,76.08695652173913,B+,20.52980132450331,D-,,,90.57971014492753,A,43.70860927152318,C-,True,False,40.0,68.0
150,['DET'],['Detroit Pistons'],2020,2024,Troy Weaver,/executives/weavetr99x.html,-38880.100000000006,1.8000000000000003,2815.2000000000003,-11.1,-59087.8,8.499999999999998,-95152.70000000001,-0.8000000000000002,-13.5,-15.166666666666666,6,85,76,-0.2962962962962963,-0.14814814814814814,-0.02857142857142857,-0.5142857142857142,5.504587155963303,F,10.869565217391305,F,54.3046357615894,C+,7.339449541284404,F,23.91304347826087,D-,33.77483443708609,D+,False,False,133.0,123.0
151,"['HOU', 'MIL']","['Houston Rockets', 'Milwaukee Bucks']",1997,1999,Bob Weinhauer,/executives/weinhbo99x.html,-19369.8,-2.0,-118537.40000000002,-49.699999999999996,-58730.59999999996,-0.10000000000000853,-196637.8,-51.800000000000004,8.0,10.25,4,45,38,0.4,0.0,-0.05405405405405406,-0.5675675675675675,86.23853211009174,A-,95.65217391304348,A+,48.34437086092715,C,90.8256880733945,A,50.72463768115942,C,18.543046357615893,F,False,False,153.0,160.0
152,['ORL'],['Orlando Magic'],2004,2005,John Weisbrod,/executives/weisbjo99x.html,69792.0,29.1,-34669.00000000001,-15.100000000000003,15789.800000000017,12.799999999999997,50912.8,26.799999999999994,,,1,21,8,0.0,0.0,-0.125,-0.5,,,55.79710144927536,C+,29.801324503311257,D,,,50.72463768115942,C,40.397350993377486,C-,True,False,35.0,66.0
153,"['CLE', 'BRK']","['Cleveland Cavaliers', 'Brooklyn Nets']",1987,1990,Harry Weltman,/executives/weltmha99x.html,21275.4,36.699999999999996,4905.099999999997,2.1999999999999997,-32448.299999999985,-0.9000000000000057,-6267.7999999999865,37.99999999999999,3.5384615384615383,1.1538461538461537,13,78,31,-0.23333333333333334,-0.06666666666666667,-0.13333333333333333,-0.5666666666666667,67.88990825688073,B,18.115942028985508,F,27.1523178807947,D,60.55045871559633,B-,35.507246376811594,D+,19.867549668874172,F,False,False,74.0,51.0
154,['ORL'],['Orlando Magic'],2017,2026,Jeff Weltman,/executives/weltmje01x.html,-31604.4,20.6,-12876.399999999994,-20.099999999999998,-60673.99999999998,9.299999999999997,-105154.79999999997,9.800000000000002,-11.714285714285714,-15.0,14,50,114,0.2,0.2,-0.13861386138613863,-0.3564356435643564,11.926605504587156,F,84.05797101449275,A-,24.503311258278146,D-,8.256880733944953,F,82.6086956521739,A-,68.87417218543047,B,False,True,139.0,96.0
155,"['LAL', 'MEM']","['Los Angeles Lakers', 'Memphis Grizzlies']",2002,2007,Jerry West,/executives/westje01x.html,37939.1,94.70000000000002,206591.59999999998,78.5,58150.99999999992,62.50000000000003,302681.6999999999,235.70000000000005,6.083333333333333,0.7083333333333334,24,130,99,-0.0851063829787234,-0.06382978723404255,-0.09090909090909091,-0.45454545454545453,79.81651376146789,B+,31.159420289855074,D,39.735099337748345,D+,59.63302752293578,C+,36.231884057971016,D+,47.019867549668874,C,False,False,4.0,1.0
156,"['OKC', 'POR']","['Oklahoma City Thunder', 'Portland Trail Blazers']",1994,2003,Bob Whitsitt,/executives/whitsbo99x.html,-20082.0,2.8999999999999995,-72071.70000000004,-87.0,52096.20000000006,36.900000000000006,-40057.49999999998,-47.199999999999996,12.428571428571429,15.571428571428571,7,158,78,-0.09803921568627451,0.3137254901960784,0.13333333333333333,-0.16,96.3302752293578,A+,28.985507246376812,D,86.75496688741723,A-,98.1651376146789,S,91.30434782608695,A,91.3907284768212,A,False,False,103.0,158.0
157,"['CHI', 'ATL', 'PHI', 'ORL']","['Chicago Bulls', 'Atlanta Hawks', 'Philadelphia 76ers', 'Orlando Magic']",1987,1996,Pat Williams,/executives/willipa99x.html,270287.69999999995,147.8,61255.200000000004,-4.0,-76870.9,25.0,254671.99999999997,168.8,2.4285714285714284,1.8857142857142857,35,178,63,0.04477611940298507,0.014925373134328358,-0.2786885245901639,-0.47540983606557374,57.79816513761468,C+,63.768115942028984,B-,9.271523178807946,F,63.30275229357798,B-,51.44927536231884,C,41.72185430463576,C-,False,False,8.0,8.0
158,['WAS'],['Washington Wizards'],2023,2026,Michael Winger,/executives/wingemi99x.html,-6714.000000000001,-0.6,-25417.06149697624,-0.02991198054691191,-46940.7,-4.399999999999999,-79071.76149697624,-5.029911980546911,,,2,59,25,-0.13333333333333333,-0.3333333333333333,-0.13043478260869565,-0.391304347826087,,,23.91304347826087,D-,27.814569536423843,D,,,12.318840579710145,F,62.913907284768214,B-,True,True,128.0,132.0
159,['MIA'],['Miami Heat'],1995,1996,Dave Wohl,/executives/wohlda01x.html,-4362.8,-0.1,135752.9,36.199999999999996,12922.8,21.000000000000007,144312.9,57.1,,,1,28,17,0.75,0.75,0.17647058823529413,-0.47058823529411764,,,100.0,S,90.72847682119205,A,,,100.0,S,45.033112582781456,C-,True,False,15.0,37.0
160,['SAS'],['San Antonio Spurs'],2019,2026,Brian Wright,/executives/wrighbr99x.html,-46727.4,4.4,-59936.985475038324,-48.96253532645024,2983.0999999999985,16.200000000000003,-103681.28547503833,-28.362535326450235,-8.454545454545455,-7.909090909090909,11,75,68,-0.2692307692307692,-0.23076923076923078,0.22807017543859648,-0.24561403508771928,17.431192660550458,F,13.043478260869565,F,96.6887417218543,A+,22.93577981651376,D-,16.666666666666668,F,84.10596026490066,A-,False,True,137.0,153.0
161,['DAL'],['Dallas Mavericks'],1996,1997,Frank Zaccanelli,/executives/zaccafr99x.html,0.0,0.0,-16872.4,7.000000000000003,-2090.0,-0.10000000000000142,-18962.4,6.900000000000001,,,0,7,1,,,,,,,,,,,,,,,,,True,False,84.0,103.0
162,['UTA'],['Utah Jazz'],2021,2021,Justin Zanik,/executives/zanikju01x.html,0.0,0.0,-2595.4000000000005,-3.3000000000000003,3225.7000000000003,4.7,630.2999999999997,1.3999999999999997,,,0,5,13,,,0.15384615384615385,-0.07692307692307693,,,,,88.0794701986755,A,,,,,94.03973509933775,A+,True,False,58.0,114.0
